Date,Incident Type,State,LSTM Predictions,XGBoost Predictions,Hybrid Predictions,Latitude,Longitude,yhat,yhat_lower,yhat_upper
3/1/25,Fire,WA,2.9964633,2.006359,2.5014112,-25.2303005,121.0187246,-2.678419382,-6.843299043,1.5631193704550184
4/1/25,Fire,WA,2.9079823,2.006359,2.4571707,-25.2303005,121.0187246,190.0605242697083,185.91223818373734,194.17649233906184
5/1/25,Fire,WA,2.9905143,2.006359,2.4984367,-25.2303005,121.0187246,1.5475401651061604,-2.575312644,5.558474398997982
6/1/25,Fire,WA,3.0565867,2.006359,2.531473,-25.2303005,121.0187246,1.755257176,-2.400868898,5.9810663339580055
7/1/25,Fire,WA,3.0550258,2.006359,2.5306926,-25.2303005,121.0187246,3.767008291583717,-0.338844133,7.854322364183258
8/1/25,Fire,WA,3.056334,3.0035732,3.0299535,-25.2303005,121.0187246,4.865148325889044,0.5264145982303028,8.728442338656043
9/1/25,Fire,WA,3.059368,8.964211,6.01179,-25.2303005,121.0187246,4.211142915,0.12762674898116655,8.537317406014218
10/1/25,Fire,WA,3.0648654,8.964211,6.0145383,-25.2303005,121.0187246,-1.416489444,-5.793930585,2.624954933898989
11/1/25,Fire,WA,3.0672271,8.964211,6.0157194,-25.2303005,121.0187246,3.6935117702957263,-0.37683499,7.830559829481163
12/1/25,Fire,WA,3.0675359,8.964211,6.015874,-25.2303005,121.0187246,,,
1/1/25,Flood,CA,-5.811467,5.0017653,-0.40485096,61.0666922,-107.991707,51.16509724121901,35.06922593099124,69.13993205603376
2/1/25,Flood,CA,-1.972997,5.0017653,1.5143842,61.0666922,-107.991707,48.59469465368293,33.380749693075344,64.41219744609249
3/1/25,Flood,CA,2.791146,2.7663484,2.778747,61.0666922,-107.991707,,,
4/1/25,Flood,CA,8.366801,2.7663484,5.566575,61.0666922,-107.991707,,,
5/1/25,Flood,CA,10.181527,2.7665231,6.4740252,61.0666922,-107.991707,,,
6/1/25,Flood,CA,9.183206,2.7665231,5.9748645,61.0666922,-107.991707,,,
7/1/25,Flood,CA,7.9892755,2.7665231,5.377899,61.0666922,-107.991707,,,
8/1/25,Flood,CA,7.3069935,2.3601322,4.833563,61.0666922,-107.991707,,,
9/1/25,Flood,CA,7.08971,2.3601322,4.724921,61.0666922,-107.991707,,,
10/1/25,Flood,CA,7.245783,2.3601322,4.8029575,61.0666922,-107.991707,,,
11/1/25,Flood,CA,7.467364,2.3601322,4.913748,61.0666922,-107.991707,,,
12/1/25,Flood,CA,7.578492,4.4894943,6.0339932,61.0666922,-107.991707,,,
1/1/25,Flood,ND,20.933197,5.9924207,13.462809,,,,,
2/1/25,Flood,ND,22.09081,5.9924207,14.0416155,,,,,
3/1/25,Flood,ND,22.330996,5.9924207,14.161708,,,,,
4/1/25,Flood,ND,22.780844,6.094838,14.437841,,,,,
5/1/25,Flood,ND,23.043383,17.136055,20.089718,,,,,
6/1/25,Flood,ND,23.232986,17.161556,20.197271,,,,,
7/1/25,Flood,ND,23.474066,17.206142,20.340103,,,,,
8/1/25,Flood,ND,23.602985,17.206142,20.404564,,,,,
9/1/25,Flood,ND,23.729008,17.206142,20.467575,,,,,
10/1/25,Flood,ND,23.820292,17.206142,20.513218,,,,,
11/1/25,Flood,ND,23.896128,17.206142,20.551136,,,,,
12/1/25,Flood,ND,23.962189,17.206142,20.584166,,,,,
1/1/25,Flood,TX,25.628025,12.941538,19.284782,31.2638905,-98.5456116,31.246438461889607,16.748291212916072,47.15323166155885
2/1/25,Flood,TX,38.80113,12.941538,25.871334,31.2638905,-98.5456116,24.45573105173817,8.962044204264462,40.13772959976641
3/1/25,Flood,TX,39.374302,12.931802,26.153051,31.2638905,-98.5456116,33.00245162347535,17.79235716914347,48.080998700421674
4/1/25,Flood,TX,56.63489,40.849003,48.741947,31.2638905,-98.5456116,27.673833383894213,11.803345653329387,42.2409903
5/1/25,Flood,TX,77.159836,40.858353,59.009094,31.2638905,-98.5456116,48.93174911746773,34.539775736382126,62.940233697072536
6/1/25,Flood,TX,61.532604,40.858353,51.19548,31.2638905,-98.5456116,,,
