EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
9984193,CHICOT CO., ,05/23/1955,1400,Thunderstorm Wind,0, ,0,0,0,0,AR,CST, , ,C,17, ,0,0, , ,0,0,0, ,0, , ,05/23/1955,1400,33.50,-91.40, , ,"","",147
10049824,WARREN CO., ,05/23/1955,1500,Thunderstorm Wind,0, ,0,0,0,0,MS,CST, , ,C,149, ,0,0, , ,0,0,0, ,0, , ,05/23/1955,1500,32.28,-90.90, , ,"","",148
10049825,WASHINGTON CO., ,05/23/1955,1500,Thunderstorm Wind,0, ,0,0,0,0,MS,CST, , ,C,151, ,0,0, , ,0,0,0, ,0, , ,05/23/1955,1500,33.38,-91.08, , ,"","",149
10027620,DOUGLAS CO., ,05/23/1955,1600,Thunderstorm Wind,0, ,0,0,0,0,KS,CST, , ,C,45, ,0,0, , ,0,0,0, ,0, , ,05/23/1955,1600,38.78,-95.18, , ,"","",150
10027621,JOHNSON CO., ,05/23/1955,1620,Thunderstorm Wind,0, ,0,0,0,0,KS,CST, , ,C,91, ,0,0, , ,0,0,0, ,0, , ,05/23/1955,1620,38.78,-94.90, , ,"","",151
10064783,JACKSON CO., ,05/23/1955,1653,Thunderstorm Wind,80, ,0,0,0,0,MO,CST, , ,C,95, ,0,0, , ,0,0,0, ,0, , ,05/23/1955,1653,39.08,-94.58, , ,"","",152
10064784,BATES CO., ,05/23/1955,1858,Thunderstorm Wind,56, ,0,0,0,0,MO,CST, , ,C,13, ,0,0, , ,0,0,0, ,0, , ,05/23/1955,1858,38.28,-94.28, , ,"","",153
10147907,JUNEAU CO., ,05/23/1955,1900,Thunderstorm Wind,0, ,0,0,0,0,WI,CST, , ,C,57, ,0,0, , ,0,0,0, ,0, , ,05/23/1955,1900,43.78,-90.00, , ,"","",154
10147908,CHIPPEWA CO., ,05/23/1955,2000,Thunderstorm Wind,0, ,0,0,0,0,WI,CST, , ,C,17, ,0,0, , ,0,0,0, ,0, , ,05/23/1955,2000,44.88,-91.18, , ,"","",155
10147909,LAFAYETTE CO., ,05/23/1955,2230,Thunderstorm Wind,0, ,0,0,0,0,WI,CST, , ,C,65, ,0,0, , ,0,0,0, ,0, , ,05/23/1955,2230,42.58,-89.90, , ,"","",156
9976562,CHILTON CO., ,05/24/1955,1430,Thunderstorm Wind,0, ,0,0,0,0,AL,CST, , ,C,21, ,0,0, , ,0,0,0, ,0, , ,05/24/1955,1430,32.78,-86.58, , ,"","",157
10000337,RICHMOND CO., ,05/24/1955,1945,Thunderstorm Wind,0, ,0,0,0,0,GA,CST, , ,C,245, ,0,0, , ,0,0,0, ,0, , ,05/24/1955,1945,33.38,-82.00, , ,"","",158
10117686,AIKEN CO., ,05/24/1955,2059,Thunderstorm Wind,0, ,0,0,0,0,SC,CST, , ,C,3, ,0,0, , ,0,0,0, ,0, , ,05/24/1955,2059,33.58,-81.68, , ,"","",159
10073612,MADISON CO., ,05/25/1955,1058,Thunderstorm Wind,65, ,0,0,0,0,NE,CST, , ,C,119, ,0,0, , ,0,0,0, ,0, , ,05/25/1955,1058,42.00,-97.40, , ,"","",160
10027625,COWLEY CO., ,05/25/1955,1120,Thunderstorm Wind,62, ,0,0,0,0,KS,CST, , ,C,35, ,0,0, , ,0,0,0, ,0, , ,05/25/1955,1120,37.08,-97.00, , ,"","",161
10000338,COLQUITT CO., ,05/25/1955,1550,Thunderstorm Wind,66, ,0,0,0,0,GA,CST, , ,C,71, ,0,0, , ,0,0,0, ,0, , ,05/25/1955,1550,31.20,-83.78, , ,"","",162
10027626,GREENWOOD CO., ,05/25/1955,1720,Thunderstorm Wind,60, ,0,0,0,0,KS,CST, , ,C,73, ,0,0, , ,0,0,0, ,0, , ,05/25/1955,1720,38.08,-96.18, , ,"","",163
10120770,WICHITA CO., ,05/26/1955,150,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,485, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,150,34.00,-98.50, , ,"","",164
10096422,OKLAHOMA CO., ,05/26/1955,257,Thunderstorm Wind,70, ,0,0,0,0,OK,CST, , ,C,109, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,257,35.38,-97.58, , ,"","",165
10027634,CO., ,05/26/1955,600,Thunderstorm Wind,0, ,0,0,0,0,KS,CST, , ,C,0, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,600,37.28,-94.58, , ,"","",166
10096428,CHEROKEE CO., ,05/26/1955,600,Thunderstorm Wind,0, ,0,0,0,0,OK,CST, , ,C,21, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,600,35.88,-95.00, , ,"","",167
10064787,CHARITON CO., ,05/26/1955,1030,Thunderstorm Wind,0, ,0,0,0,0,MO,CST, , ,C,41, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,1030,39.38,-92.78, , ,"","",168
10064788,MONROE CO., ,05/26/1955,1100,Thunderstorm Wind,0, ,0,0,0,0,MO,CST, , ,C,137, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,1100,39.50,-91.78, , ,"","",169
10064789,MARION CO., ,05/26/1955,1130,Thunderstorm Wind,0, ,0,0,0,0,MO,CST, , ,C,127, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,1130,39.70,-91.40, , ,"","",170
10010827,GREENE CO., ,05/26/1955,1255,Thunderstorm Wind,0, ,0,0,0,0,IL,CST, , ,C,61, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,1255,39.20,-90.50, , ,"","",171
10010828,MORGAN CO., ,05/26/1955,1305,Thunderstorm Wind,0, ,0,0,0,0,IL,CST, , ,C,137, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,1305,39.78,-90.28, , ,"","",172
10010829,SANGAMON CO., ,05/26/1955,1333,Thunderstorm Wind,59, ,0,0,0,0,IL,CST, , ,C,167, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,1333,39.78,-89.68, , ,"","",173
9984194,PIKE CO., ,05/26/1955,1600,Thunderstorm Wind,0, ,0,0,0,0,AR,CST, , ,C,109, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,1600,34.28,-93.78, , ,"","",174
10015674,FREMONT CO., ,05/26/1955,1740,Thunderstorm Wind,0, ,0,0,0,0,IA,CST, , ,C,71, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,1740,40.78,-95.40, , ,"","",175
9984198,WASHINGTON CO., ,05/26/1955,1900,Thunderstorm Wind,0, ,0,0,0,0,AR,CST, , ,C,143, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,1900,35.88,-94.28, , ,"","",176
10064794,MCDONALD CO., ,05/26/1955,1930,Thunderstorm Wind,0, ,0,0,0,0,MO,CST, , ,C,119, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,1930,36.50,-94.50, , ,"","",177
9984201,WHITE CO., ,05/26/1955,2030,Thunderstorm Wind,0, ,0,0,0,0,AR,CST, , ,C,145, ,0,0, , ,0,0,0, ,0, , ,05/26/1955,2030,35.28,-91.78, , ,"","",178
10027646,COMANCHE CO., ,05/27/1955,1930,Thunderstorm Wind,88, ,0,0,0,0,KS,CST, , ,C,33, ,0,0, , ,0,0,0, ,0, , ,05/27/1955,1930,37.28,-99.28, , ,"","",179
10027661,LYON CO., ,05/27/1955,2154,Thunderstorm Wind,50, ,0,0,0,0,KS,CST, , ,C,111, ,0,0, , ,0,0,0, ,0, , ,05/27/1955,2154,38.28,-96.18, , ,"","",180
10010834,COLES CO., ,05/27/1955,2358,Thunderstorm Wind,0, ,0,0,0,0,IL,CST, , ,C,29, ,0,0, , ,0,0,0, ,0, , ,05/27/1955,2358,39.50,-88.18, , ,"","",181
10064799,JOHNSON CO., ,05/28/1955,130,Thunderstorm Wind,0, ,0,0,0,0,MO,CST, , ,C,101, ,0,0, , ,0,0,0, ,0, , ,05/28/1955,130,38.70,-93.58, , ,"","",182
10010835,VERMILION CO., ,05/28/1955,300,Thunderstorm Wind,0, ,0,0,0,0,IL,CST, , ,C,183, ,0,0, , ,0,0,0, ,0, , ,05/28/1955,300,40.08,-87.68, , ,"","",183
10010836,VERMILION CO., ,05/28/1955,300,Thunderstorm Wind,0, ,0,0,0,0,IL,CST, , ,C,183, ,0,0, , ,0,0,0, ,0, , ,05/28/1955,300,40.08,-87.68, , ,"","",184
10005155,ALLEN CO., ,05/28/1955,930,Thunderstorm Wind,68, ,0,0,0,0,IN,CST, , ,C,3, ,0,0, , ,0,0,0, ,0, , ,05/28/1955,930,41.08,-85.18, , ,"","",185
10015676,POLK CO., ,05/28/1955,930,Thunderstorm Wind,74, ,0,0,0,0,IA,CST, , ,C,153, ,0,0, , ,0,0,0, ,0, , ,05/28/1955,930,41.58,-93.58, , ,"","",186
10147910,ROCK CO., ,05/28/1955,1310,Thunderstorm Wind,0, ,0,0,0,0,WI,CST, , ,C,105, ,0,0, , ,0,0,0, ,0, , ,05/28/1955,1310,42.58,-89.28, , ,"","",187
9976563,TUSCALOOSA CO., ,05/29/1955,340,Thunderstorm Wind,60, ,0,0,0,0,AL,CST, , ,C,125, ,0,0, , ,0,0,0, ,0, , ,05/29/1955,340,33.20,-87.58, , ,"","",188
10150750,BENNINGTON CO., ,05/29/1955,1338,Thunderstorm Wind,0, ,0,0,0,0,VT,CST, , ,C,3, ,0,0, , ,0,0,0, ,0, , ,05/29/1955,1338,43.28,-73.18, , ,"","",189
10081387,COOS CO., ,05/29/1955,1530,Thunderstorm Wind,50, ,0,0,0,0,NH,CST, , ,C,7, ,0,0, , ,0,0,0, ,0, , ,05/29/1955,1530,44.28,-71.28, , ,"","",190
10075662,ORANGE CO., ,05/29/1955,1718,Thunderstorm Wind,66, ,0,0,0,0,NY,CST, , ,C,71, ,0,0, , ,0,0,0, ,0, , ,05/29/1955,1718,41.50,-74.00, , ,"","",191
10120774,WINKLER CO., ,05/30/1955,2153,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,495, ,0,0, , ,0,0,0, ,0, , ,05/30/1955,2153,31.78,-103.18, , ,"","",192
10064800,WARREN CO., ,05/31/1955,1500,Thunderstorm Wind,0, ,0,0,0,0,MO,CST, , ,C,219, ,0,0, , ,0,0,0, ,0, , ,05/31/1955,1500,38.78,-91.08, , ,"","",193
9991498,BROWARD CO., ,05/31/1955,1600,Thunderstorm Wind,75, ,0,0,0,0,FL,CST, , ,C,11, ,0,0, , ,0,0,0, ,0, , ,05/31/1955,1600,26.10,-80.18, , ,"","",194
10120775,WHEELER CO., ,05/31/1955,2100,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,483, ,0,0, , ,0,0,0, ,0, , ,05/31/1955,2100,35.20,-100.28, , ,"","",195
10120776,HALE CO., ,06/01/1955,1330,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,189, ,0,0, , ,0,0,0, ,0, , ,06/01/1955,1330,34.20,-101.68, , ,"","",196
10015677,FAYETTE CO., ,06/01/1955,1630,Thunderstorm Wind,0, ,0,0,0,0,IA,CST, , ,C,65, ,0,0, , ,0,0,0, ,0, , ,06/01/1955,1630,42.78,-92.00, , ,"","",197
10064801,NODAWAY CO., ,06/02/1955,1300,Thunderstorm Wind,0, ,0,0,0,0,MO,CST, , ,C,147, ,0,0, , ,0,0,0, ,0, , ,06/02/1955,1300,40.28,-94.78, , ,"","",198
10096441,ELLIS CO., ,06/02/1955,1944,Thunderstorm Wind,70, ,0,0,0,0,OK,CST, , ,C,45, ,0,0, , ,0,0,0, ,0, , ,06/02/1955,1944,36.28,-99.78, , ,"","",199
10121634,WICHITA CO., ,06/03/1955,1930,Thunderstorm Wind,85, ,0,0,0,0,TX,CST, , ,C,485, ,0,0, , ,0,0,0, ,0, , ,06/03/1955,1930,34.00,-98.50, , ,"","",200
10028752,STAFFORD CO., ,06/04/1955,1800,Thunderstorm Wind,0, ,0,0,0,0,KS,CST, , ,C,185, ,0,0, , ,0,0,0, ,0, , ,06/04/1955,1800,38.20,-98.78, , ,"","",201
10121637,BROWN CO., ,06/04/1955,1830,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,49, ,0,0, , ,0,0,0, ,0, , ,06/04/1955,1830,31.70,-99.00, , ,"","",202
10121638,BROWN CO., ,06/04/1955,1830,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,49, ,0,0, , ,0,0,0, ,0, , ,06/04/1955,1830,31.70,-99.00, , ,"","",203
10028772,CLAY CO., ,06/04/1955,2000,Thunderstorm Wind,0, ,0,0,0,0,KS,CST, , ,C,27, ,0,0, , ,0,0,0, ,0, , ,06/04/1955,2000,39.38,-97.08, , ,"","",204
10096450,GARFIELD CO., ,06/04/1955,2200,Thunderstorm Wind,64, ,0,0,0,0,OK,CST, , ,C,47, ,0,0, , ,0,0,0, ,0, , ,06/04/1955,2200,36.38,-97.90, , ,"","",205
10028776,LABETTE CO., ,06/05/1955,130,Thunderstorm Wind,0, ,0,0,0,0,KS,CST, , ,C,99, ,0,0, , ,0,0,0, ,0, , ,06/05/1955,130,37.28,-95.28, , ,"","",206
10053155,WINONA CO., ,06/05/1955,1028,Thunderstorm Wind,0, ,0,0,0,0,MN,CST, , ,C,169, ,0,0, , ,0,0,0, ,0, , ,06/05/1955,1028,43.88,-91.78, , ,"","",207
10121639,BURNET CO., ,06/05/1955,1515,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,53, ,0,0, , ,0,0,0, ,0, , ,06/05/1955,1515,31.00,-98.18, , ,"","",208
10121640,WILLIAMSON CO., ,06/05/1955,1600,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,491, ,0,0, , ,0,0,0, ,0, , ,06/05/1955,1600,30.78,-97.58, , ,"","",209
10121642,LIMESTONE CO., ,06/05/1955,1730,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,293, ,0,0, , ,0,0,0, ,0, , ,06/05/1955,1730,31.70,-96.50, , ,"","",210
10121859,VICTORIA CO., ,06/05/1955,2330,Thunderstorm Wind,70, ,0,0,0,0,TX,CST, , ,C,469, ,0,0, , ,0,0,0, ,0, , ,06/05/1955,2330,28.88,-96.90, , ,"","",211
10083341,ALLEN CO., ,06/06/1955,1440,Thunderstorm Wind,74, ,0,0,0,0,OH,CST, , ,C,3, ,0,0, , ,0,0,0, ,0, , ,06/06/1955,1440,40.70,-84.08, , ,"","",212
10153924,HALIFAX CO., ,06/07/1955,1310,Thunderstorm Wind,0, ,0,0,0,0,VA,CST, , ,C,83, ,0,0, , ,0,0,0, ,0, , ,06/07/1955,1310,37.00,-79.08, , ,"","",213
10092348,COTTON CO., ,06/08/1955,1300,Thunderstorm Wind,0, ,0,0,0,0,OK,CST, , ,C,33, ,0,0, , ,0,0,0, ,0, , ,06/08/1955,1300,34.28,-98.18, , ,"","",214
10121860,DICKENS CO., ,06/08/1955,1300,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,125, ,0,0, , ,0,0,0, ,0, , ,06/08/1955,1300,33.70,-100.68, , ,"","",215
10121861,PALO PINTO CO., ,06/08/1955,1330,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,363, ,0,0, , ,0,0,0, ,0, , ,06/08/1955,1330,32.78,-98.08, , ,"","",216
10121862,MONTAGUE CO., ,06/08/1955,1350,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,337, ,0,0, , ,0,0,0, ,0, , ,06/08/1955,1350,33.78,-97.78, , ,"","",217
10121865,CROSBY CO., ,06/08/1955,1500,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,107, ,0,0, , ,0,0,0, ,0, , ,06/08/1955,1500,33.70,-101.18, , ,"","",218
10121866,TERRY CO., ,06/08/1955,1530,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,445, ,0,0, , ,0,0,0, ,0, , ,06/08/1955,1530,33.00,-102.58, , ,"","",219
10121867,TARRANT CO., ,06/08/1955,1530,Thunderstorm Wind,75, ,0,0,0,0,TX,CST, , ,C,439, ,0,0, , ,0,0,0, ,0, , ,06/08/1955,1530,32.78,-97.08, , ,"","",220
10121868,DALLAS CO., ,06/08/1955,1534,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,113, ,0,0, , ,0,0,0, ,0, , ,06/08/1955,1534,32.78,-96.78, , ,"","",221
10121870,MIDLAND CO., ,06/08/1955,1700,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,329, ,0,0, , ,0,0,0, ,0, , ,06/08/1955,1700,32.00,-102.18, , ,"","",222
10121871,TOM GREEN CO., ,06/08/1955,1700,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,451, ,0,0, , ,0,0,0, ,0, , ,06/08/1955,1700,31.40,-100.50, , ,"","",223
10121872,LIMESTONE CO., ,06/08/1955,1900,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,293, ,0,0, , ,0,0,0, ,0, , ,06/08/1955,1900,31.50,-96.50, , ,"","",224
10121873,JEFFERSON CO., ,06/09/1955,1600,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,245, ,0,0, , ,0,0,0, ,0, , ,06/09/1955,1600,29.88,-93.90, , ,"","",225
9991500,SANTA ROSA CO., ,06/10/1955,1200,Thunderstorm Wind,0, ,0,0,0,0,FL,CST, , ,C,113, ,0,0, , ,0,0,0, ,0, , ,06/10/1955,1200,30.50,-87.18, , ,"","",226
9991501,SANTA ROSA CO., ,06/10/1955,1236,Thunderstorm Wind,61, ,0,0,0,0,FL,CST, , ,C,113, ,0,0, , ,0,0,0, ,0, , ,06/10/1955,1236,30.50,-87.18, , ,"","",227
9976778,CHILTON CO., ,06/10/1955,1500,Thunderstorm Wind,0, ,0,0,0,0,AL,CST, , ,C,21, ,0,0, , ,0,0,0, ,0, , ,06/10/1955,1500,33.00,-86.78, , ,"","",228
10153925,ROANOKE CO., ,06/11/1955,1310,Thunderstorm Wind,65, ,0,0,0,0,VA,CST, , ,C,161, ,0,0, , ,0,0,0, ,0, , ,06/11/1955,1310,37.28,-79.90, , ,"","",229
10083342,SUMMIT CO., ,06/11/1955,1506,Thunderstorm Wind,65, ,0,0,0,0,OH,CST, , ,C,153, ,0,0, , ,0,0,0, ,0, , ,06/11/1955,1506,41.20,-81.58, , ,"","",230
10117760,LANCASTER CO., ,06/12/1955,1300,Thunderstorm Wind,0, ,0,0,0,0,PA,CST, , ,C,71, ,0,0, , ,0,0,0, ,0, , ,06/12/1955,1300,40.00,-76.28, , ,"","",231
9982825,MARICOPA CO., ,06/12/1955,1530,Thunderstorm Wind,62, ,0,0,0,0,AZ,CST, , ,C,13, ,0,0, , ,0,0,0, ,0, , ,06/12/1955,1530,33.38,-112.00, , ,"","",232
10162826,LARAMIE CO., ,06/12/1955,1830,Thunderstorm Wind,57, ,0,0,0,0,WY,CST, , ,C,21, ,0,0, , ,0,0,0, ,0, , ,06/12/1955,1830,41.20,-104.80, , ,"","",233
9982827,PINAL CO., ,06/13/1955,1500,Thunderstorm Wind,0, ,0,0,0,0,AZ,CST, , ,C,21, ,0,0, , ,0,0,0, ,0, , ,06/13/1955,1500,32.88,-111.80, , ,"","",234
10049826,CALHOUN CO., ,06/14/1955,730,Thunderstorm Wind,0, ,0,0,0,0,MS,CST, , ,C,13, ,0,0, , ,0,0,0, ,0, , ,06/14/1955,730,33.88,-89.28, , ,"","",235
10121876,FISHER CO., ,06/14/1955,2000,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,151, ,0,0, , ,0,0,0, ,0, , ,06/14/1955,2000,32.58,-100.40, , ,"","",236
10121878,TAYLOR CO., ,06/14/1955,2041,Thunderstorm Wind,60, ,0,0,0,0,TX,CST, , ,C,441, ,0,0, , ,0,0,0, ,0, , ,06/14/1955,2041,32.38,-99.68, , ,"","",237
10121879,BROWN CO., ,06/14/1955,2315,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,49, ,0,0, , ,0,0,0, ,0, , ,06/14/1955,2315,31.70,-99.00, , ,"","",238
10092350,GRADY CO., ,06/15/1955,230,Thunderstorm Wind,0, ,0,0,0,0,OK,CST, , ,C,51, ,0,0, , ,0,0,0, ,0, , ,06/15/1955,230,35.28,-98.00, , ,"","",239
10028779,SCOTT CO., ,06/15/1955,1630,Thunderstorm Wind,70, ,0,0,0,0,KS,CST, , ,C,171, ,0,0, , ,0,0,0, ,0, , ,06/15/1955,1630,38.50,-100.90, , ,"","",240
10029350,CAMERON PAR., ,06/15/1955,1652,Thunderstorm Wind,0, ,0,0,0,0,LA,CST, , ,C,23, ,0,0, , ,0,0,0, ,0, , ,06/15/1955,1652,29.98,-93.18, , ,"","",241
10121882,YOUNG CO., ,06/15/1955,1800,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,503, ,0,0, , ,0,0,0, ,0, , ,06/15/1955,1800,33.20,-98.58, , ,"","",242
10121883,COMANCHE CO., ,06/15/1955,1830,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,93, ,0,0, , ,0,0,0, ,0, , ,06/15/1955,1830,32.00,-98.50, , ,"","",243
10121885,CO., ,06/15/1955,2030,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,0, ,0,0, , ,0,0,0, ,0, , ,06/15/1955,2030,29.08,-94.18, , ,"","",244
10092575,OKLAHOMA CO., ,06/15/1955,2355,Thunderstorm Wind,85, ,0,0,0,0,OK,CST, , ,C,109, ,0,0, , ,0,0,0, ,0, , ,06/15/1955,2355,35.38,-97.58, , ,"","",245
10092577,OKLAHOMA CO., ,06/16/1955,8,Thunderstorm Wind,93, ,0,0,0,0,OK,CST, , ,C,109, ,0,0, , ,0,0,0, ,0, , ,06/16/1955,8,35.38,-97.58, , ,"","",246
10121887,MONTAGUE CO., ,06/16/1955,200,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,337, ,0,0, , ,0,0,0, ,0, , ,06/16/1955,200,33.88,-97.58, , ,"","",247
10121899,KIMBLE CO., ,06/16/1955,1700,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,267, ,0,0, , ,0,0,0, ,0, , ,06/16/1955,1700,30.50,-99.78, , ,"","",248
10092582,KINGFISHER CO., ,06/17/1955,1830,Thunderstorm Wind,0, ,0,0,0,0,OK,CST, , ,C,73, ,0,0, , ,0,0,0, ,0, , ,06/17/1955,1830,35.88,-98.08, , ,"","",249
10121903,CHILDRESS CO., ,06/18/1955,200,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,75, ,0,0, , ,0,0,0, ,0, , ,06/18/1955,200,34.38,-100.18, , ,"","",250
10121904,TARRANT CO., ,06/18/1955,245,Thunderstorm Wind,52, ,0,0,0,0,TX,CST, , ,C,439, ,0,0, , ,0,0,0, ,0, , ,06/18/1955,245,32.78,-97.08, , ,"","",251
10121905,JOHNSON CO., ,06/18/1955,330,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,251, ,0,0, , ,0,0,0, ,0, , ,06/18/1955,330,32.28,-97.40, , ,"","",252
10122763,DALLAS CO., ,06/19/1955,200,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,113, ,0,0, , ,0,0,0, ,0, , ,06/19/1955,200,32.70,-96.90, , ,"","",253
10039453,ALPENA CO., ,06/19/1955,1400,Thunderstorm Wind,0, ,0,0,0,0,MI,CST, , ,C,7, ,0,0, , ,0,0,0, ,0, , ,06/19/1955,1400,45.08,-83.68, , ,"","",254
10015678,CO., ,06/19/1955,1435,Thunderstorm Wind,0, ,0,0,0,0,IA,CST, , ,C,0, ,0,0, , ,0,0,0, ,0, , ,06/19/1955,1435,40.38,-91.40, , ,"","",255
10039455,ALPENA CO., ,06/19/1955,1500,Thunderstorm Wind,88, ,0,0,0,0,MI,CST, , ,C,7, ,0,0, , ,0,0,0, ,0, , ,06/19/1955,1500,45.08,-83.58, , ,"","",256
10122768,LUBBOCK CO., ,06/19/1955,2330,Thunderstorm Wind,68, ,0,0,0,0,TX,CST, , ,C,303, ,0,0, , ,0,0,0, ,0, , ,06/19/1955,2330,33.70,-101.78, , ,"","",257
10042627,CUMBERLAND CO., ,06/20/1955,1500,Thunderstorm Wind,0, ,0,0,0,0,ME,CST, , ,C,5, ,0,0, , ,0,0,0, ,0, , ,06/20/1955,1500,43.70,-70.28, , ,"","",258
10028792,LYON CO., ,06/21/1955,1556,Thunderstorm Wind,50, ,0,0,0,0,KS,CST, , ,C,111, ,0,0, , ,0,0,0, ,0, , ,06/21/1955,1556,38.28,-96.18, , ,"","",259
10082593,MIDDLESEX CO., ,06/22/1955,300,Thunderstorm Wind,0, ,0,0,0,0,NJ,CST, , ,C,23, ,0,0, , ,0,0,0, ,0, , ,06/22/1955,300,40.50,-74.58, , ,"","",260
10127165,BLOUNT CO., ,06/22/1955,1315,Thunderstorm Wind,0, ,0,0,0,0,TN,CST, , ,C,9, ,0,0, , ,0,0,0, ,0, , ,06/22/1955,1315,35.78,-84.00, , ,"","",261
10150751,RUTLAND CO., ,06/22/1955,1500,Thunderstorm Wind,0, ,0,0,0,0,VT,CST, , ,C,21, ,0,0, , ,0,0,0, ,0, , ,06/22/1955,1500,43.58,-73.00, , ,"","",262
10049828,GRENADA CO., ,06/22/1955,1600,Thunderstorm Wind,0, ,0,0,0,0,MS,CST, , ,C,43, ,0,0, , ,0,0,0, ,0, , ,06/22/1955,1600,33.78,-90.00, , ,"","",263
10122774,ROBERTSON CO., ,06/22/1955,1700,Thunderstorm Wind,0, ,0,0,0,0,TX,CST, , ,C,395, ,0,0, , ,0,0,0, ,0, , ,06/22/1955,1700,30.90,-96.68, , ,"","",264
10073330,FLATHEAD CO., ,06/22/1955,2300,Thunderstorm Wind,0, ,0,0,0,0,MT,CST, , ,C,29, ,0,0, , ,0,0,0, ,0, , ,06/22/1955,2300,48.20,-114.30, , ,"","",265
10000340,WHITFIELD CO., ,06/23/1955,1200,Thunderstorm Wind,0, ,0,0,0,0,GA,CST, , ,C,313, ,0,0, , ,0,0,0, ,0, , ,06/23/1955,1200,34.88,-85.00, , ,"","",266
10000341,ELBERT CO., ,06/23/1955,1330,Thunderstorm Wind,0, ,0,0,0,0,GA,CST, , ,C,105, ,0,0, , ,0,0,0, ,0, , ,06/23/1955,1330,34.08,-83.00, , ,"","",267
10153928,PRINCE GEORGE CO., ,06/23/1955,1400,Thunderstorm Wind,0, ,0,0,0,0,VA,CST, , ,C,149, ,0,0, , ,0,0,0, ,0, , ,06/23/1955,1400,37.20,-77.28, , ,"","",268
10149536,GRANT CO., ,06/23/1955,2200,Thunderstorm Wind,0, ,0,0,0,0,WA,CST, , ,C,25, ,0,0, , ,0,0,0, ,0, , ,06/23/1955,2200,47.20,-119.30, , ,"","",269
10005157,PIKE CO., ,06/24/1955,1400,Thunderstorm Wind,0, ,0,0,0,0,IN,CST, , ,C,125, ,0,0, , ,0,0,0, ,0, , ,06/24/1955,1400,38.38,-87.28, , ,"","",270
